-3.836670678594487072e+00 -4.539488985597668780e+00 1.118945715414611936e-02 -2.066776522640243030e+00 -4.504074858209506260e+00 -3.133039327494492987e+00
-3.836670678594487072e+00 -4.539488985597668780e+00 1.118945715414611936e-02 -2.066776522640243030e+00 -4.504074858209506260e+00 -3.133039327494492987e+00
-3.827627088929706822e+00 -4.538689179954733532e+00 7.638254611276903971e-02 -2.060017767237120268e+00 -4.504782830007900252e+00 -3.123137741298126713e+00
-3.809735702733004992e+00 -4.536127858249944467e+00 1.777701197128452870e-01 -2.046552005499938875e+00 -4.505965548792238984e+00 -3.104295038807857399e+00
-3.783570454573895958e+00 -4.529921572186603740e+00 2.937837162685174031e-01 -2.026420660247517880e+00 -4.507211327373516596e+00 -3.077475649709116023e+00
-3.750164653606501197e+00 -4.518152460127169867e+00 4.093817620016898529e-01 -1.999671317729045716e+00 -4.507958111249123156e+00 -3.043649955904572213e+00
-3.710852257229063422e+00 -4.499422318012631372e+00 5.149599837065107488e-01 -1.966376828560432388e+00 -4.507521613144485073e+00 -3.003796303966478565e+00
-3.666976358613709408e+00 -4.473067260255344735e+00 6.052298572440919511e-01 -1.926654024159450751e+00 -4.505124248208753457e+00 -2.958903037302084815e+00
-3.619617758309966238e+00 -4.439083195577105734e+00 6.781013428947064714e-01 -1.880684433289530277e+00 -4.499943677434202982e+00 -2.909877684452598867e+00
-3.569476140330226865e+00 -4.397943315584076807e+00 7.336974333405850146e-01 -1.828727541927250844e+00 -4.491140159814245969e+00 -2.857551599449913660e+00
-3.516880742202994181e+00 -4.350399933539528696e+00 7.735376996620642043e-01 -1.771128732372345471e+00 -4.477882894686517012e+00 -2.802684437564537223e+00
-3.461878920765934176e+00 -4.297326552253808885e+00 7.999004677536228902e-01 -1.708321530595870774e+00 -4.459374955266397045e+00 -2.745968352080951913e+00
-3.404349319457964373e+00 -4.239611844350720027e+00 8.153539968957004280e-01 -1.640824226709775457e+00 -4.434876172573325448e+00 -2.688031833961822770e+00
-3.344104114094448743e+00 -4.178096057912044081e+00 8.224354611005587623e-01 -1.569231332950367097e+00 -4.403723227824722919e+00 -2.629443157716925050e+00
-3.280964021392229313e+00 -4.113536152181801242e+00 8.234511808624679352e-01 -1.494200682018966386e+00 -4.365346248004475349e+00 -2.570713434351434845e+00
-3.214803303345168395e+00 -4.046589068775058529e+00 8.203706682588041144e-01 -1.416437219783925006e+00 -4.319281351366004884e+00 -2.512299300539872604e+00
-3.145569305841321661e+00 -3.977806651017417483e+00 8.147890164123406942e-01 -1.336674693034566097e+00 -4.265178821392870745e+00 -2.454605290509582094e+00
-3.073283790985184893e+00 -3.907638457636165352e+00 8.079356879952958037e-01 -1.255656471224480430e+00 -4.202806858028554693e+00 -2.397985944474181341e+00
-2.998033301660166572e+00 -3.836439974570098332e+00 8.007118912066846228e-01 -1.174116679744766412e+00 -4.132051124437655432e+00 -2.342747706997427848e+00
-2.919954444973899221e+00 -3.764484158803042657e+00 7.937428428498601862e-01 -1.092762679593695774e+00 -4.052910543904859608e+00 -2.289150662851879403e+00
-2.839218222585204288e+00 -3.691974445406963845e+00 7.874349251169066033e-01 -1.012259728509467660e+00 -3.965489982408438863e+00 -2.237410148900299767e+00
-2.756015894294749025e+00 -3.619057619762144018e+00 7.820308508542301862e-01 -9.332184275555273079e-01 -3.869990566275573141e+00 -2.187698269981711352e+00
-2.670547568304685981e+00 -3.545835366144366674e+00 7.776583991005943108e-01 -8.561853192454611516e-01 -3.766698429351155397e+00 -2.140145335871860510e+00
-2.583013811173671570e+00 -3.472373794503640809e+00 7.743700928841014131e-01 -7.816367790419020967e-01 -3.655972666409047722e+00 -2.094841225889611191e+00
-2.493610007761939862e+00 -3.398710735810263728e+00 7.721724429258371991e-01 -7.099761466379224117e-01 -3.538233200715917182e+00 -2.051836678036811357e+00
-2.402522886618148057e+00 -3.324861021014032580e+00 7.710441801100808012e-01 -6.415338860402282073e-01 -3.413949168323310079e+00 -2.011144490912685434e+00
-2.309928472066607785e+00 -3.250820291215248403e+00 7.709433671910015384e-01 -5.765704477434683284e-01 -3.283628295077519077e+00 -1.972740619027484099e+00
-2.215990662313454429e+00 -3.176568124799219017e+00 7.718035381361904035e-01 -5.152814310529403308e-01 -3.147807608696341575e+00 -1.936565135521978842e+00
-2.120859616547079440e+00 -3.102071422058306105e+00 7.735191832626352459e-01 -4.578046051593158694e-01 -3.007045699477512990e+00 -1.902523030545192562e+00
-2.024678617658552504e+00 -3.027303965610033565e+00 7.759766984304002913e-01 -4.042241590258510708e-01 -2.861897209382041396e+00 -1.870518503248409514e+00
-1.927583335563043176e+00 -2.952248126409345197e+00 7.790804972396178085e-01 -3.545772547191885504e-01 -2.712908888562037824e+00 -1.840456649299232916e+00
-1.829703034579709620e+00 -2.876893903254742035e+00 7.827757475739234305e-01 -3.088601990597694691e-01 -2.560616746485612438e+00 -1.812245093091652715e+00
-1.731170848295824349e+00 -2.801240779578383577e+00 7.870539087557626434e-01 -2.670307077493694337e-01 -2.405541044275908646e+00 -1.785794346221160289e+00
-1.632127555505709982e+00 -2.725294136770265663e+00 7.919580094440826779e-01 -2.290133657783073318e-01 -2.248184590598877097e+00 -1.761018019553559188e+00
-1.532725800078034162e+00 -2.649061048906153015e+00 7.975884758869437041e-01 -1.947046449225178222e-01 -2.089031563306617656e+00 -1.737832895852358783e+00
-1.433134780521057028e+00 -2.572545484305291730e+00 8.041098755989692926e-01 -1.639774955849258031e-01 -1.928546734850033140e+00 -1.716158874736203321e+00
-1.333545392993986223e+00 -2.495742730387385144e+00 8.117570769211244208e-01 -1.366855292846360648e-01 -1.767175357011506964e+00 -1.695918237684116425e+00
-1.234175904852619965e+00 -2.418633691629874516e+00 8.208414396973487959e-01 -1.126669196581837618e-01 -1.605342894989159497e+00 -1.677035384493744896e+00
-1.135278055714881607e+00 -2.341179060084136676e+00 8.317556193176383061e-01 -9.174799256488364030e-02 -1.443454950459396091e+00 -1.659436504834506998e+00
-1.037143483902616570e+00 -2.263313810307495455e+00 8.449747943325702781e-01 -7.374653534765918117e-02 -1.281897345338092631e+00 -1.643049211017540534e+00
-9.401102384681858659e-01 -2.184942787298898459e+00 8.610512980138587125e-01 -5.847484685448733899e-02 -1.121036353662524743e+00 -1.627802158399130450e+00
-8.445689279586399145e-01 -2.105938540821977956e+00 8.805988121151372416e-01 -4.574253932663374655e-02 -9.612190783722232013e-01 -1.613624677993755752e+00
-7.509677439933439835e-01 -2.026142957950284096e+00 9.042615801491006300e-01 -3.535909288599103917e-02 -8.027739721005233697e-01 -1.600446441980660106e+00
-6.598151354267041135e-01 -1.945374555144163242e+00 9.326636850770632092e-01 -2.713615515463319028e-02 -6.460114970928430012e-01 -1.588197177367005164e+00
-5.716782515660567832e-01 -1.863443349330156984e+00 9.663335369999600521e-01 -2.088957396427737478e-02 -4.912249111745268237e-01 -1.576806436940274780e+00
-4.871744097362524784e-01 -1.780174813915554211e+00 1.005599610541712874e+00 -1.644115061377293685e-02 -3.386911573271982334e-01 -1.566203430687933329e+00
-4.069518657335602363e-01 -1.695443295115627969e+00 1.050455489959316147e+00 -1.362010413078218463e-02 -1.886718267513112224e-01 -1.556316915828637626e+00
-3.316553672363347083e-01 -1.609213238419099579e+00 1.100395792571182474e+00 -1.226424225677691382e-02 -4.141416115335516679e-02 -1.547075139917668984e+00
-2.618719260403477023e-01 -1.521583725634821693e+00 1.154229935047588196e+00 -1.222084098908782224e-02 1.028479400810002886e-01 -1.538405829257152524e+00
-1.980515094284731603e-01 -1.432822578922344547e+00 1.209880405575309181e+00 -1.334742740178640474e-02 2.438872652873689262e-01 -1.530236358946089226e+00
-1.404077320302685727e-01 -1.343389391619572049e+00 1.264195400692349702e+00 -1.551190912231215080e-02 3.814793264069429313e-01 -1.522493986062497306e+00
-8.880543088812320462e-02 -1.253940630945094892e+00 1.312819601124882940e+00 -1.859227481576519736e-02 5.154018346806870099e-01 -1.515106057742025891e+00
-4.264977741630948671e-02 -1.165311686828754301e+00 1.350178661605724528e+00 -2.247610162542201806e-02 6.454342564856165865e-01 -1.508000196127958104e+00
