-1.111644487966059885e-01 9.184448900471753330e-01 -1.399371768487877699e+00 2.750760227877002695e-02 -8.818346970850015065e-01 1.617180135232217708e+00
-1.111644487966059885e-01 9.184448900471753330e-01 -1.399371768487877699e+00 2.750760227877002695e-02 -8.818346970850015065e-01 1.617180135232217708e+00
-1.111855899607440967e-01 9.184877469956316265e-01 -1.609463545550757546e+00 2.752579241323694151e-02 -8.818081409264687531e-01 1.617112237948744369e+00
-1.111981753565594033e-01 9.185479734313967137e-01 -1.840081046068418713e+00 2.756210070254149630e-02 -8.817553370035331461e-01 1.616977087342456487e+00
-1.111914273244719864e-01 9.186119858309098607e-01 -2.013769403512059242e+00 2.761646027670263542e-02 -8.816765966282502642e-01 1.616775325485989123e+00
-1.111677623781994473e-01 9.186737873812151900e-01 -2.117203495138255676e+00 2.768880918940909083e-02 -8.815722340388085776e-01 1.616507592559711659e+00
-1.111330166003226261e-01 9.187329189156292486e-01 -2.165051090922177401e+00 2.777909023347318457e-02 -8.814425664098320956e-01 1.616174526847452553e+00
-1.110923672037869431e-01 9.187910823157393603e-01 -2.178452783038084206e+00 2.788725075767459205e-02 -8.812879138645948185e-01 1.615776764732180570e+00
-1.110493953599377415e-01 9.188499501530817959e-01 -2.175066979369259634e+00 2.801324248495222838e-02 -8.811085994889862327e-01 1.615314940691640944e+00
-1.110062108857746976e-01 9.189104253878374040e-01 -2.166281560165066455e+00 2.815702133190339101e-02 -8.809049493470662018e-01 1.614789687293934017e+00
-1.109638594110104598e-01 9.189726992279122486e-01 -2.157918271403035160e+00 2.831854722954895570e-02 -8.806772924980422745e-01 1.614201635193034612e+00
-1.109227506344325070e-01 9.190365368223333276e-01 -2.152060537950415409e+00 2.849778394532613557e-02 -8.804259610145546144e-01 1.613551413124248990e+00
-1.108829992214280524e-01 9.191015239954174465e-01 -2.148793440652555731e+00 2.869469890626880418e-02 -8.801512900020954655e-01 1.612839647899598772e+00
-1.108446423908866774e-01 9.191672129258164903e-01 -2.147422378559136202e+00 2.890926302333788472e-02 -8.798536176194285963e-01 1.612066964403132241e+00
-1.108077474121450662e-01 9.192331855306152821e-01 -2.147152704539254664e+00 2.914145051686519577e-02 -8.795332850998990315e-01 1.611233985586164597e+00
-1.107724447150119085e-01 9.192990682296838800e-01 -2.147374841542881718e+00 2.939123874307763770e-02 -8.791906367735426997e-01 1.610341332462435382e+00
